address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Пермский край, г Чайковский",617760,Россия,Приволжский,край,Пермский,,,г,Чайковский,,,5900001200000,06d7a6d6-8f57-4e5a-b698-2bc44c92bb84,4,0,57435000000,57735000001,5959,UTC+5,56.7781501,54.1477965,82933,1955
"Пермский край, г Чердынь",618601,Россия,Приволжский,край,Пермский,р-н,Чердынский,г,Чердынь,,,5902700100000,242133ad-1c0f-43f0-9865-7b5f914a778f,4,1,57256501000,57756000001,5919,UTC+5,60.4011933,56.4799933,4920,1451
"Пермский край, Ильинский р-н, г Чермоз",617040,Россия,Приволжский,край,Пермский,р-н,Ильинский,г,Чермоз,,,5900800200000,8f353d4e-1374-4a88-a06b-51c6a3f9acd1,4,0,57220504000,57759000006,5907,UTC+5,58.7842834,56.1507138,4017,1701
"Пермский край, г Чернушка",617830,Россия,Приволжский,край,Пермский,р-н,Чернушинский,г,Чернушка,,,5902800100000,c3a35399-c5ea-4f12-bf34-c2cc21e1cc60,4,1,57257501000,57757000001,5959,UTC+5,56.5160768,56.0763049,33275,1854
"Пермский край, г Чусовой",618200,Россия,Приволжский,край,Пермский,,,г,Чусовой,,,5900001300000,784b1911-182d-476b-a4ad-0f3fa1ef7777,4,0,57440000000,57758000001,5918,UTC+5,58.2974596,57.8193615,46740,1878
"Приморский край, г Арсеньев",692330,Россия,Дальневосточный,край,Приморский,,,г,Арсеньев,,,2500000200000,36e4c7ce-7320-48ee-8320-0587c1e09917,4,0,05403000000,05703000001,2500,UTC+10,44.1622031,133.2696209,56742,1902
"Приморский край, г Артем",692486,Россия,Дальневосточный,край,Приморский,,,г,Артем,,,2500000300000,3ce80b09-9b72-4e68-9b2d-becaaee4570e,4,0,05405000000,05705000001,2502,UTC+10,43.3501675,132.1596175,102636,1924
"Приморский край, г Большой Камень",692801,Россия,Дальневосточный,край,Приморский,,,г,Большой Камень,,,2500000700000,1315186b-9ae8-4f92-b3a5-1db055c15358,4,0,05406000000,05706000001,2536,UTC+10,43.1111742,132.3480082,39257,1947
г Владивосток,690000,Россия,Дальневосточный,край,Приморский,,,г,Владивосток,,,2500000100000,7b6de6a5-86d0-4735-b11a-499081111af8,4,2,05401000000,05701000001,2500,UTC+10,43.1164904,131.8823937,592069,1860
"Приморский край, г Дальнегорск",692441,Россия,Дальневосточный,край,Приморский,,,г,Дальнегорск,,,2500000800000,b2a863e2-37be-4858-b65e-0babc3872052,4,0,05407000000,05707000001,2508,UTC+10,44.5539457,135.5662716,37503,1897
"Приморский край, г Дальнереченск",692130,Россия,Дальневосточный,край,Приморский,,,г,Дальнереченск,,,2500000900000,e6e6c2b1-20cf-47a7-9a4b-39e8a96cc5c8,4,0,05408000000,05708000001,2511,UTC+10,45.9308483,133.7316907,27601,1859
"Приморский край, г Лесозаводск",692031,Россия,Дальневосточный,край,Приморский,,,г,Лесозаводск,,,2500001200000,71b4cdae-5e53-4406-a418-1e8b5c17dc2e,4,0,05411000000,05711000001,2511,UTC+10,45.4780092,133.4186199,36975,1932
"Приморский край, г Находка",692900,Россия,Дальневосточный,край,Приморский,,,г,Находка,,,2500000400000,225a3506-35aa-4456-8bd7-244bdfbc4eaf,4,0,05414000000,05714000001,2508,UTC+10,42.8239372,132.8927361,159695,1864
"Приморский край, г Партизанск",692851,Россия,Дальневосточный,край,Приморский,,,г,Партизанск,,,2500000500000,b62edf86-4257-4e80-ade6-857529bd1b1e,4,0,05417000000,05717000001,2508,UTC+10,43.1280578,133.1264567,38648,1896
"Приморский край, г Спасск-Дальний",692230,Россия,Дальневосточный,край,Приморский,,,г,Спасск-Дальний,,,2500001000000,e55554eb-c571-49d2-bf69-c3c4acf8b10b,4,0,05420000000,05720000001,2502,UTC+10,44.5901175,132.8157288,44166,1886
"Приморский край, г Уссурийск",692500,Россия,Дальневосточный,край,Приморский,,,г,Уссурийск,,,2500001100000,de7335fb-9baa-48eb-927d-0bb299b2e5bc,4,0,05423000000,05723000001,2511,UTC+10,43.7971818,131.9518229,157946,1866
"Приморский край, г Фокино",692880,Россия,Дальневосточный,край,Приморский,,,г,Фокино,,,2500000600000,fdb16823-586f-43d2-a1b4-b1c7c7f00bcd,4,0,05547000000,05747000001,2536,UTC+10,42.9706317,132.4110196,23683,1891
"Псковская обл, г Великие Луки",182100,Россия,Северо-Западный,обл,Псковская,,,г,Великие Луки,,,6000000200000,ca091eae-2c39-4730-b57d-b2fa570f71cb,4,0,58410000000,58710000001,6025,UTC+3,56.332208,30.5508641,98778,1166
"Псковская обл, г Гдов",181600,Россия,Северо-Западный,обл,Псковская,р-н,Гдовский,г,Гдов,,,6000400100000,cdbe4f8f-1a44-4c99-a3c8-06b501a3ad2e,4,1,58208501000,58608101001,6027,UTC+3,58.7432429,27.8264809,4379,1300
"Псковская обл, г Дно",182670,Россия,Северо-Западный,обл,Псковская,р-н,Дновский,г,Дно,,,6000600100000,31e4b2e4-ae67-43db-82ea-8728cd5a71c7,4,1,58212501000,58612101001,6030,UTC+3,57.826974,29.9629389,9061,1897
"Псковская обл, г Невель",182500,Россия,Северо-Западный,обл,Псковская,р-н,Невельский,г,Невель,,,6001000100000,6570fdb6-7602-477e-a783-f186456dabfe,4,1,58220501000,58620101001,6009,UTC+3,56.0201973,29.9239983,16324,1562
"Псковская обл, г Новоржев",182440,Россия,Северо-Западный,обл,Псковская,р-н,Новоржевский,г,Новоржев,,,6001100100000,236c48ca-48c9-471f-8891-0b73ea89bc2b,4,1,58223501000,58623101001,6032,UTC+3,57.029807,29.3433083,3695,1777
"Псковская обл, г Новосокольники",182200,Россия,Северо-Западный,обл,Псковская,р-н,Новосокольнический,г,Новосокольники,,,6001200100000,af8fb4a0-5d4e-4e0e-94fc-20021da2f67a,4,1,58226501000,58626101001,6025,UTC+3,56.3408431,30.1527573,8119,1901
"Псковская обл, г Опочка",182333,Россия,Северо-Западный,обл,Псковская,р-н,Опочецкий,г,Опочка,,,6001300100000,59c2f176-3b63-4086-bc6c-efa246c64a1e,4,1,58229501000,58629101001,6032,UTC+3,56.710725,28.6717519,11601,1414
"Псковская обл, г Остров",181353,Россия,Северо-Западный,обл,Псковская,р-н,Островский,г,Остров,,,6001400100000,67d379ab-16ac-40d0-95c0-f5f1cbeb578d,4,1,58233501000,58633101001,6032,UTC+3,57.3451528,28.3437593,21670,1341
"Псковская обл, г Печоры",181502,Россия,Северо-Западный,обл,Псковская,р-н,Печорский,г,Печоры,,,6001600100000,8cb44bcc-4e46-409a-972a-b99a59fcc7e9,4,1,58240501000,58640101001,6032,UTC+3,57.8145817,27.622259,12308,1473
"Псковская обл, г Порхов",182620,Россия,Северо-Западный,обл,Псковская,р-н,Порховский,г,Порхов,,,6001800100000,c02d55c3-2086-400f-81b7-f1f540f31a87,4,1,58247501000,58647101001,6030,UTC+3,57.7765219,29.5436626,10608,1239
г Псков,180000,Россия,Северо-Западный,обл,Псковская,,,г,Псков,,,6000000100000,2858811e-448a-482e-9863-e03bf06bb5d4,4,2,58401000000,58701000001,6027,UTC+3,57.8194415,28.3317198,203974,903
"Псковская обл, г Пустошка",182300,Россия,Северо-Западный,обл,Псковская,р-н,Пустошкинский,г,Пустошка,,,6001900100000,28a7a368-16ab-4ffc-9b3e-4a4c3e16bf74,4,1,58250501000,58650101001,6009,UTC+3,56.3374813,29.3668055,4619,1901
"Псковская обл, г Пыталово",181410,Россия,Северо-Западный,обл,Псковская,р-н,Пыталовский,г,Пыталово,,,6002100100000,8cfcdc08-f726-4aff-abfa-b20199b32172,4,1,58253501000,58653101001,6032,UTC+3,57.0637952,27.9236214,5826,1782
"Псковская обл, г Себеж",182250,Россия,Северо-Западный,обл,Псковская,р-н,Себежский,г,Себеж,,,6002200100000,749fbd77-ddae-408b-8ad8-154a0a22306a,4,1,58254501000,58654101001,6009,UTC+3,56.2908554,28.4724326,6375,1414
"Ростовская обл, г Азов",346780,Россия,Южный,обл,Ростовская,,,г,Азов,,,6100001300000,a216cad5-7027-40b8-b1a1-d64abefbd5cd,4,0,60404000000,60704000001,6188,UTC+3,47.1121589,39.4232555,82882,1067
"Ростовская обл, г Аксай",346720,Россия,Южный,обл,Ростовская,р-н,Аксайский,г,Аксай,,,6100300100000,9bebf626-3ee7-4e1b-9e91-569c9d402152,4,1,60202501000,60602101001,6181,UTC+3,47.2676314,39.8756872,41984,1957
"Ростовская обл, г Батайск",346880,Россия,Южный,обл,Ростовская,,,г,Батайск,,,6100000300000,3809afb6-fdfd-4115-9e55-236abf108c81,4,0,60407000000,60707000001,6181,UTC+3,47.1383299,39.7507179,112400,1938
"Ростовская обл, г Белая Калитва",347040,Россия,Южный,обл,Ростовская,р-н,Белокалитвинский,г,Белая Калитва,,,6100500100000,2d38257c-c09e-405d-af01-93fc9cd3f6cd,4,1,60206501000,60606101001,6192,UTC+3,48.1769737,40.8033529,43688,1703
"Ростовская обл, г Волгодонск",347360,Россия,Южный,обл,Ростовская,,,г,Волгодонск,,,6100000400000,1a453dcd-8885-4999-923b-1bbaa5a1cec4,4,0,60412000000,60712000001,6100,UTC+3,47.5165338,42.1984951,170621,1950
"Ростовская обл, г Гуково",347870,Россия,Южный,обл,Ростовская,,,г,Гуково,,,6100000500000,eef55456-4d89-4620-b361-d620221ad3a7,4,0,60415000000,60715000001,6191,UTC+3,48.0448904,39.9484672,67268,1878
"Ростовская обл, г Донецк",346330,Россия,Южный,обл,Ростовская,,,г,Донецк,,,6100000600000,8eeb1bf2-9de9-46d5-874f-50344ca9128b,4,0,60417000000,60717000001,6191,UTC+3,48.3350706,39.945891,50085,1681
"Ростовская обл, г Зверево",346310,Россия,Южный,обл,Ростовская,,,г,Зверево,,,6100000700000,99f4120c-2af0-4c97-afbc-d17fdf350ba6,4,0,60418000000,60718000001,6191,UTC+3,48.0435487,40.1265822,22416,1819
"Ростовская обл, г Зерноград",347740,Россия,Южный,обл,Ростовская,р-н,Зерноградский,г,Зерноград,,,6101300100000,c07d0c34-eadb-4102-bcef-7dd1a3ba27c3,4,1,60218501000,60618101001,6188,UTC+3,46.8495958,40.312837,26850,1929
"Ростовская обл, г Каменск-Шахтинский",347800,Россия,Южный,обл,Ростовская,,,г,Каменск-Шахтинский,,,6100000800000,76cb0cf6-49a5-4852-b45d-99e4ce12a7ea,4,0,60419000000,60719000001,6191,UTC+3,48.3205326,40.2689583,95306,1671
"Ростовская обл, г Константиновск",347250,Россия,Южный,обл,Ростовская,р-н,Константиновский,г,Константиновск,,,6101800100000,89de999c-b58a-4d76-94e5-dc6152813b10,4,1,60225501000,60625101001,6174,UTC+3,47.5773717,41.0967445,17926,1864
"Ростовская обл, г Красный Сулин",346350,Россия,Южный,обл,Ростовская,р-н,Красносулинский,г,Красный Сулин,,,6101900100000,687f3695-dcc4-4591-b8b9-a316f46a459a,4,1,60226501000,60626101001,6191,UTC+3,47.8831311,40.0781298,40866,1797
"Ростовская обл, г Миллерово",346130,Россия,Южный,обл,Ростовская,р-н,Миллеровский,г,Миллерово,,,6102300100000,ac927a82-e1dc-4485-b0e0-59f019b8f295,4,1,60232501000,60632101001,6173,UTC+3,48.9260077,40.3984087,36493,1786
"Ростовская обл, г Морозовск",347210,Россия,Южный,обл,Ростовская,р-н,Морозовский,г,Морозовск,,,6102500100000,933cca52-9ab1-490e-b674-ec3789233e28,4,1,60234501000,60634101001,6192,UTC+3,48.3511807,41.8309225,27644,1910
"Ростовская обл, г Новочеркасск",346400,Россия,Южный,обл,Ростовская,,,г,Новочеркасск,,,6100000900000,28bafcb3-92b2-445b-9443-a341be73fdb9,4,0,60427000000,60727000001,6183,UTC+3,47.411919,40.1042098,169039,1805
"Ростовская обл, г Новошахтинск",346900,Россия,Южный,обл,Ростовская,,,г,Новошахтинск,,,6100001000000,bce1a4f2-7576-4427-8bd8-8d8b4e35ad11,4,0,60430000000,60730000001,6182,UTC+3,47.757773,39.9363697,111087,1910
"Ростовская обл, г Пролетарск",347540,Россия,Южный,обл,Ростовская,р-н,Пролетарский,г,Пролетарск,,,6103200100000,efa48912-9bcc-42ac-959d-289e9a75b046,4,1,60245501000,60645101001,6186,UTC+3,46.7038963,41.727594,20267,1600
г Ростов-на-Дону,344000,Россия,Южный,обл,Ростовская,,,г,Ростов-на-Дону,,,6100000100000,c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5,4,2,60401000000,60701000001,6100,UTC+3,47.2224566,39.718803,1091544,1749
"Ростовская обл, г Сальск",347630,Россия,Южный,обл,Ростовская,р-н,Сальский,г,Сальск,,,6103500100000,971ba684-f38b-4229-ba72-0d6fe8e179c4,4,1,60250501000,60650101001,6186,UTC+3,46.4752095,41.5410415,61312,1812
